,loss_data,loss_pde,loss_bc,loss_ic,N_params,N_hid,N_layers,act_fun,epochs,learning_rate
0,0.15,0.06,0.128,0.003,122,30,3,"Hardtanh(min_val=-1.0, max_val=1.",5000,0.001
