b	 h	  u	 x_h	 x_u
0.29882728758040455475	2.0264959753493112515	-3.5324704792662265214e-22	0.0023481818181163732241	0
0.29649013367799004204	2.023894425677692066	0.0023174798733183888527	0.007044545454349120106	0.0046963636362327464482
0.2941640076912773738	2.0212355172696314654	0.0046409176058283671193	0.011740909090581867422	0.0093927272724654928965
0.29184890962026660555	2.0185392869882234912	0.0069705340067100973397	0.016437272726814614737	0.014089090908698240212
0.28954483946495773727	2.0158153062171102476	0.0093064597087728542085	0.021133636363047360318	0.018785454544930985793
0.28725179722535065796	2.0130693627750235741	0.011648794464821202871	0.025829999999280105899	0.023481818181163734843
0.28496978290144547863	2.0103053946751945347	0.013997620915830118887	0.030526363635512854949	0.028178181817396480424
0.28269879649324214377	2.0075262810799712199	0.01635301061256952404	0.03522272727174560053	0.032874545453629229474
0.28043883800074070889	2.0047342320147767403	0.018715027267115168924	0.039919090907978349581	0.037570909089861971586
0.27818990742394106297	2.0019310047001424024	0.021083728731272132623	0.044615454544211098631	0.042267272726094720636
0.27595200476284337254	1.9991180341279559673	0.023459168299040291522	0.049311818180443847681	0.046963636362327469687
0.27372513001744752659	1.9962965169468123161	0.025841395613788779861	0.054008181816676589793	0.051659999998560211798
0.27150928318775346959	1.9934674680220552112	0.028230457327544630775	0.058704545452909338843	0.056356363634792960848
0.26930446427376136809	1.9906317600749272589	0.030626397596346544711	0.063400909089142087893	0.061052727271025709899
0.26711067327547111105	1.9877901523563237252	0.033029258462541385977	0.068097272725374830005	0.065749090907258458949
0.264927910192882754	1.9849433119434927164	0.035439080156416537248	0.072793636361607572116	0.07044545454349120106
0.2627561750259961304	1.9820918299155247944	0.037855901338638871245	0.077489999997840314228	0.075141818179723943172
0.2605954677748115178	1.9792362338773989983	0.040279759298215422891	0.082186363634073070217	0.079838181815956699161
0.25844578843932869416	1.9763769978199021704	0.042710690116350112644	0.086882727270305812328	0.084534545452189441272
0.256307137019547715	1.9735145499964028559	0.045148728803690203748	0.091579090906538568317	0.089230909088422197262
0.25417951351546863581	1.9706492792971390671	0.047593909416490561004	0.096275454542771310429	0.093927272724654939373
0.2520629179270914566	1.9677815404672602817	0.050046265155849166406	0.10097181817900406642	0.098623636360887695362
0.24995735025441612187	1.964911658422582752	0.05250582845318618741	0.10566818181523679465	0.1033199999971204236
0.2478628104974425761	1.9620399318523651377	0.054972631044424631608	0.11036454545146955064	0.10801636363335317959
0.24577929865617098582	1.959166636252289706	0.057446704034802009708	0.11506090908770229275	0.1127127272695859217
0.24370681473060118449	1.9562920264973817641	0.059928077955845419911	0.11975727272393504874	0.11740909090581867769
0.24164535872073333866	1.9534163390399743587	0.062416782815740229351	0.12445363636016779085	0.1221054545420514198
0.2395949306265672818	1.9505397937994544133	0.064912848144089013713	0.12914999999640053296	0.12680181817828417579
0.23755553044810312491	1.9476625957966455793	0.067416303031875970952	0.13384636363263327508	0.1314981818145169179
0.23552715818534081249	1.9447849365750744521	0.069927176167308632837	0.13854272726886604494	0.13619454545074966001
0.23350981383828040006	1.9419069954431853464	0.072445495868094719749	0.1432390909050987593	0.14089090908698240212
0.23150349740692183209	1.9390289405651788268	0.074971290110620855685	0.14793545454133150141	0.14558727272321514423
0.2295082088912651086	1.9361509299231245418	0.077504586556425475452	0.15263181817756427128	0.15028363635944788634
0.22752394829131028509	1.9332731121690283072	0.080045412576298560769	0.15732818181379701339	0.15497999999568062846
0.22555071560705730604	1.930395627382328394	0.082593795272290881915	0.1620245454500297555	0.15967636363191339832
0.22358851083850622699	1.9275186077457471256	0.085149761497875037231	0.16672090908626249761	0.16437272726814614043
0.22163733398565693689	1.9246421781503413317	0.087713337876466429543	0.17141727272249526748	0.16906909090437888254
0.21969718504850954677	1.9217664567388867969	0.090284550818483688683	0.17611363635872800959	0.17376545454061162466
0.21776806402706405663	1.9188915553953562743	0.092863426537105095426	0.1808099999949607517	0.17846181817684439452
0.21584997092132035545	1.9160175801870886758	0.095449991062856259783	0.18550636363119349381	0.18315818181307713663
0.21394290573127860977	1.9131446317652918143	0.098044270257148097292	0.19020272726742626368	0.18785454544930987875
0.21204686845693870856	1.9102728057287343688	0.1006462898248693949	0.19489909090365900579	0.19255090908554262086
0.21016185909830065182	1.9074021929548035104	0.10325607532612553208	0.19959545453989172015	0.19724727272177539072
0.20828787765536449506	1.904532879901551512	0.10587365218720455606	0.20429181817612446226	0.20194363635800813284
0.20642492412813012725	1.9016649488838759385	0.10849904571084244276	0.20898818181235723213	0.20663999999424084719
0.20457299851659765944	1.8987984783265703381	0.11113228108585111731	0.21368454544858997424	0.2113363636304735893
0.20273210082076703609	1.8959335429966461817	0.11377338339616645257	0.21838090908482271635	0.21603272726670635917
0.20090223104063831272	1.8930702142170279245	0.11642237762936689938	0.22307727272105545846	0.22072909090293910128
0.19908338917621143382	1.8902085600634663809	0.1190792886847081844	0.22777363635728822833	0.22542545453917184339
0.19727557522748645491	1.8873486455463084344	0.12174414138071511238	0.23246999999352097044	0.2301218181754045855
0.19547878919446326496	1.8844905327785603788	0.1244169604623671932	0.23716636362975371255	0.23481818181163735537
0.19369303107714203049	1.8816342811315278638	0.12709777060791133119	0.24186272726598645466	0.23951454544787009748
0.19191830087552258499	1.8787799473791713112	0.12978659643533155266	0.24655909090221922453	0.24421090908410283959
0.19015459858960503947	1.8759275858321868835	0.13248346250850293049	0.25125545453845193888	0.24890727272033558171
0.18840192421938933842	1.8730772484627224994	0.13518839334305449151	0.25595181817468470875	0.25360363635656835157
0.18666027776487553735	1.8702289850205398025	0.13790141341196354707	0.26064818181091742311	0.25829999999280106593
0.18492965922606363627	1.8673828431413450613	0.14062254715090163892	0.26534454544715019297	0.2629963636290338358
0.18321006860295352414	1.864538868447948472	0.14335181896335141838	0.27004090908338296284	0.26769272726526655015
0.181501505895545312	1.8616971046448360649	0.14608925322551058468	0.2747372727196156772	0.27238909090149932002
0.17980397110383888881	1.858857593606688674	0.14883487429099956367	0.27943363635584844706	0.27708545453773208989
0.17811746422783442112	1.856020375461326255	0.15158870649538652708	0.28412999999208121693	0.28178181817396480424
0.1764419852675317979	1.853185488667511871	0.15435077416054307498	0.28882636362831393129	0.2864781818101975186
0.17477753422293101915	1.8503529700880121389	0.15712110159884334903	0.29352272726454670115	0.29117454544643028846
0.17312411109403214038	1.8475228550582718512	0.15989971311721670744	0.29821909090077941551	0.29587090908266300282
0.17148171588083507833	1.8446951774510249589	0.16268663302106523005	0.30291545453701218538	0.30056727271889577269
0.16985034858333991625	1.8418699697371463397	0.16548188561805518559	0.30761181817324489973	0.30526363635512854255
0.1682300092015465709	1.8390472630430074741	0.16828549522179120368	0.3123081818094776696	0.30995999999136125691
0.16662069773545515328	1.8362270872045913794	0.17109748615538195038	0.31700454544571043947	0.31465636362759402678
0.16502241418506558013	1.8334094708185888489	0.17391788275490385751	0.32170090908194315382	0.31935272726382679664
0.16343515855037787921	1.8305944412906833829	0.1767467093727712879	0.32639727271817592369	0.324049090900059511
0.16185893083139202275	1.8277820248812219894	0.17958399038101860445	0.33109363635440869356	0.32874545453629228087
0.16029373102810803853	1.8249722467484379429	0.18242975017450105413	0.33578999999064140791	0.33344181817252499522
0.15873955914052589877	1.8221651309893949211	0.18528401317401962944	0.34048636362687417778	0.33813818180875776509
0.15719641516864568676	1.8193607006787977376	0.18814680382937576386	0.34518272726310683662	0.34283454544499053496
0.1556642991124672637	1.8165589779058037845	0.19101814662236057951	0.34987909089933960649	0.34753090908122324931
0.15414321097199074062	1.8137599838089688564	0.19389806606968332248	0.35457545453557237636	0.35222727271745601918
0.15263315074721611753	1.8109637386094361577	0.19678658672584381506	0.35927181817180509071	0.35692363635368878905
0.15113411843814331115	1.8081702616424846219	0.19968373318595239452	0.36396818180803786058	0.3616199999899215034
0.14964611404477234924	1.8053795713875273599	0.20258953008850175137	0.36866454544427063045	0.36631636362615427327
0.14816913756710331507	1.8025916854966634872	0.20550400211809452533	0.3733609090805033448	0.37101272726238698763
0.14670318900513606986	1.7998066208218617135	0.20842717400812904582	0.37805727271673611467	0.37570909089861975749
0.14524826835887075238	1.797024393440858292	0.21135907054344790779	0.38275363635296882903	0.38040545453485252736
0.14380437562830727938	1.7942450186818446056	0.21429971656295118687	0.38744999998920159889	0.38510181817108524172
0.1423715108134456786	1.7914685111470125545	0.21724913696217815207	0.39214636362543436876	0.38979818180731801158
0.14094967391428595005	1.7886948847350216951	0.22020735669585961292	0.39684272726166708312	0.39449454544355078145
0.13953886493082806597	1.785924152662451414	0.22317440078044378793	0.40153909089789985298	0.39919090907978344029
0.1381390838630719986	1.7831563274842880951	0.22615029429659821991	0.40623545453413262285	0.40388727271601626567
0.13675033071101788673	1.7803914211135070111	0.22913506239168987544	0.41093181817036533721	0.40858363635224892452
